[61, 66, 28, 42, 15, 3, 49, 7, 56, 23, 35, 18, 33, 41, 38, 26, 8, 44, 59, 45, 34, 36, 72, 53, 65, 74, 20, 12, 19, 37, 63, 14, 75, 58, 2, 48, 10, 40, 31, 46, 24, 57, 70, 30, 43, 55, 13, 71, 17, 1, 54, 27, 16, 25, 21, 68, 52, 39, 6, 51, 50, 67, 73, 5, 62, 47, 32, 9, 11, 4, 60, 64, 69, 76, 29, 22] => 2523.3651962817485
[75, 69, 57, 10, 55, 5, 63, 36, 76, 31, 16, 56, 59, 64, 37, 6, 30, 44, 71, 8, 12, 21, 23, 2, 74, 28, 41, 4, 49, 35, 3, 73, 45, 33, 39, 48, 13, 47, 17, 50, 11, 72, 25, 14, 53, 20, 58, 34, 15, 52, 22, 54, 29, 38, 43, 26, 66, 51, 42, 61, 7, 68, 46, 24, 65, 60, 40, 32, 19, 70, 18, 1, 9, 62, 27, 67] => 2619.978937173997
[66, 39, 57, 11, 22, 60, 47, 14, 5, 70, 6, 42, 10, 51, 75, 45, 58, 8, 65, 25, 12, 30, 35, 38, 28, 67, 36, 53, 15, 59, 72, 29, 56, 52, 1, 16, 48, 37, 34, 50, 41, 20, 69, 4, 33, 49, 31, 27, 43, 18, 74, 24, 3, 62, 44, 9, 76, 19, 21, 2, 63, 13, 46, 73, 40, 23, 68, 64, 32, 17, 7, 54, 71, 26, 61, 55] => 2458.46412625802
[16, 19, 20, 47, 29, 63, 73, 76, 48, 74, 62, 52, 31, 1, 32, 10, 50, 34, 15, 24, 25, 44, 18, 33, 8, 60, 39, 26, 17, 51, 64, 71, 59, 49, 28, 55, 38, 22, 75, 54, 2, 56, 4, 69, 21, 41, 40, 35, 57, 36, 66, 23, 9, 42, 11, 5, 43, 58, 72, 70, 46, 14, 37, 6, 53, 45, 61, 27, 65, 7, 13, 68, 3, 12, 67, 30] => 2431.6484989530063
[38, 44, 4, 25, 17, 42, 14, 43, 62, 64, 7, 16, 20, 46, 36, 5, 48, 10, 35, 28, 24, 11, 55, 68, 1, 61, 19, 67, 65, 45, 66, 12, 2, 37, 59, 57, 51, 40, 26, 58, 73, 3, 74, 47, 33, 29, 32, 69, 54, 72, 60, 30, 34, 39, 13, 50, 23, 41, 31, 52, 63, 56, 22, 70, 27, 21, 6, 53, 9, 49, 8, 76, 15, 75, 71, 18] => 2534.1589702528704
[48, 13, 40, 72, 62, 54, 32, 33, 9, 52, 24, 68, 47, 10, 23, 57, 71, 15, 26, 14, 29, 51, 31, 42, 27, 45, 1, 41, 75, 43, 60, 56, 6, 25, 3, 34, 76, 8, 36, 58, 11, 38, 5, 69, 39, 55, 53, 30, 44, 64, 65, 12, 19, 21, 17, 49, 50, 16, 7, 2, 35, 73, 20, 74, 28, 46, 18, 37, 61, 59, 4, 22, 63, 70, 66, 67] => 2560.3988753299177
[2, 60, 58, 12, 61, 30, 56, 64, 28, 38, 50, 75, 52, 40, 42, 15, 45, 29, 41, 76, 68, 5, 17, 19, 22, 71, 23, 11, 18, 62, 32, 57, 47, 35, 10, 70, 3, 25, 46, 69, 1, 13, 31, 27, 34, 21, 73, 51, 55, 74, 59, 72, 20, 54, 36, 24, 6, 53, 4, 7, 26, 8, 33, 66, 39, 9, 65, 43, 63, 37, 48, 67, 14, 49, 16, 44] => 2494.9968406993594
[36, 6, 52, 2, 18, 25, 30, 15, 46, 4, 49, 10, 67, 59, 32, 7, 31, 23, 14, 29, 65, 19, 34, 56, 22, 75, 41, 13, 8, 28, 58, 9, 12, 76, 24, 20, 3, 74, 50, 42, 35, 44, 54, 21, 40, 33, 60, 45, 5, 1, 26, 61, 17, 38, 70, 73, 63, 16, 66, 27, 62, 72, 39, 71, 11, 55, 64, 37, 68, 51, 43, 48, 57, 53, 69, 47] => 2536.4337493677913
[59, 44, 35, 36, 69, 62, 20, 3, 64, 55, 28, 4, 16, 50, 5, 65, 11, 76, 15, 1, 13, 54, 45, 33, 30, 25, 12, 56, 29, 27, 52, 18, 47, 61, 53, 21, 42, 63, 9, 70, 60, 58, 74, 10, 19, 2, 43, 24, 71, 49, 37, 40, 67, 75, 22, 14, 26, 39, 34, 66, 57, 41, 17, 23, 8, 7, 48, 73, 32, 6, 68, 46, 72, 31, 38, 51] => 2499.8972808373223
[32, 74, 59, 69, 46, 73, 42, 21, 8, 26, 10, 31, 52, 12, 40, 24, 14, 64, 66, 37, 60, 1, 13, 35, 29, 9, 3, 47, 5, 7, 20, 4, 34, 61, 16, 17, 2, 25, 58, 55, 23, 15, 67, 65, 6, 11, 71, 76, 19, 36, 62, 51, 45, 53, 70, 41, 30, 54, 75, 43, 28, 48, 27, 18, 38, 72, 33, 68, 63, 57, 22, 56, 49, 39, 44, 50] => 2365.156014862035
[68, 11, 43, 61, 7, 63, 25, 6, 72, 18, 37, 55, 56, 20, 19, 54, 14, 76, 27, 13, 59, 50, 5, 60, 23, 74, 34, 21, 71, 45, 52, 35, 53, 57, 31, 2, 65, 9, 38, 3, 75, 22, 26, 12, 62, 8, 24, 67, 44, 28, 46, 70, 32, 40, 69, 58, 48, 17, 39, 1, 51, 29, 16, 49, 64, 42, 10, 36, 47, 15, 33, 73, 41, 30, 4, 66] => 2437.903804210373
[28, 61, 44, 5, 36, 52, 22, 26, 35, 41, 1, 42, 58, 72, 4, 3, 8, 76, 30, 16, 71, 55, 13, 6, 60, 53, 68, 29, 31, 14, 50, 40, 74, 18, 66, 21, 20, 70, 27, 43, 12, 47, 54, 64, 63, 19, 65, 59, 37, 46, 24, 7, 49, 51, 32, 34, 56, 73, 45, 38, 69, 15, 33, 23, 57, 48, 10, 9, 67, 62, 17, 25, 75, 2, 39, 11] => 2522.438672790884
[37, 20, 47, 60, 10, 74, 65, 16, 56, 54, 36, 59, 13, 52, 34, 64, 38, 58, 42, 43, 53, 5, 30, 11, 71, 66, 49, 46, 21, 12, 18, 73, 9, 61, 57, 55, 69, 6, 1, 41, 51, 28, 25, 67, 14, 63, 62, 75, 26, 4, 7, 39, 31, 45, 29, 48, 70, 76, 24, 19, 2, 3, 23, 33, 40, 22, 15, 27, 50, 17, 44, 72, 8, 32, 68, 35] => 2458.1559343223444
[70, 48, 6, 21, 23, 35, 37, 11, 40, 75, 26, 51, 16, 29, 34, 25, 28, 45, 24, 57, 14, 20, 68, 42, 66, 64, 71, 53, 61, 62, 67, 52, 56, 65, 72, 32, 30, 12, 10, 7, 73, 69, 19, 38, 1, 49, 47, 44, 4, 36, 43, 50, 8, 17, 39, 76, 41, 46, 33, 9, 3, 18, 60, 22, 5, 13, 58, 27, 63, 2, 74, 31, 55, 59, 54, 15] => 2484.471916669564
[61, 14, 35, 24, 51, 26, 53, 39, 2, 71, 40, 17, 63, 58, 66, 42, 28, 69, 38, 9, 31, 62, 37, 68, 13, 11, 5, 67, 44, 48, 10, 34, 59, 25, 57, 19, 54, 33, 16, 70, 12, 65, 3, 23, 6, 56, 46, 73, 74, 52, 8, 4, 22, 20, 36, 15, 7, 55, 47, 30, 1, 75, 60, 32, 18, 76, 21, 29, 45, 43, 64, 49, 50, 27, 41, 72] => 2379.6904235237475
