[11, 73, 65, 47, 35, 80, 45, 66, 69, 84, 15, 94, 100, 1, 31, 88, 64, 2, 61, 25, 16, 36, 32, 26, 99, 89, 46, 5, 27, 67, 63, 60, 78, 98, 20, 7, 9, 21, 87, 86, 53, 90, 77, 83, 96, 72, 93, 39, 62, 43, 13, 14, 34, 6, 59, 33, 48, 97, 51, 70, 12, 17, 30, 18, 44, 85, 8, 82, 92, 3, 58, 50, 42, 76, 71, 75, 28, 91, 24, 55, 79, 10, 95, 54, 29, 81, 56, 49, 52, 22, 57, 38, 68, 4, 74, 19, 23, 41, 40, 37] => 177476.7502633407
[8, 25, 57, 30, 40, 98, 91, 24, 75, 54, 23, 15, 45, 83, 93, 38, 14, 99, 89, 46, 62, 53, 49, 77, 27, 18, 13, 92, 86, 78, 11, 47, 42, 64, 35, 44, 97, 31, 70, 51, 90, 10, 100, 71, 61, 69, 79, 28, 36, 80, 48, 74, 95, 41, 16, 4, 12, 2, 88, 65, 96, 52, 26, 68, 58, 56, 43, 82, 81, 3, 67, 20, 6, 37, 17, 34, 9, 72, 19, 85, 87, 22, 59, 1, 84, 66, 5, 7, 73, 60, 55, 39, 33, 94, 32, 29, 50, 63, 76, 21] => 172905.20496199097
[68, 8, 9, 85, 43, 99, 74, 31, 27, 58, 75, 11, 73, 49, 33, 21, 98, 95, 63, 90, 46, 41, 29, 18, 30, 32, 53, 40, 52, 80, 25, 64, 17, 35, 89, 78, 66, 56, 38, 91, 59, 42, 96, 50, 83, 72, 86, 1, 77, 97, 65, 82, 16, 70, 92, 55, 81, 6, 54, 51, 88, 47, 62, 19, 12, 48, 100, 4, 34, 22, 76, 36, 7, 67, 60, 2, 61, 44, 57, 45, 24, 14, 28, 84, 20, 3, 37, 13, 39, 26, 79, 5, 15, 23, 71, 93, 69, 10, 94, 87] => 176414.04547374535
[47, 34, 76, 29, 70, 19, 95, 73, 40, 55, 56, 68, 92, 39, 22, 48, 85, 35, 31, 32, 72, 20, 61, 16, 37, 3, 10, 50, 82, 27, 81, 69, 53, 2, 67, 26, 62, 86, 83, 54, 78, 14, 42, 60, 11, 57, 25, 89, 30, 41, 23, 17, 8, 9, 1, 49, 99, 66, 24, 100, 21, 36, 65, 46, 6, 51, 7, 59, 64, 74, 79, 96, 90, 77, 84, 87, 52, 63, 58, 38, 43, 45, 75, 93, 28, 80, 44, 88, 98, 91, 97, 13, 18, 5, 94, 15, 12, 33, 71, 4] => 178291.63472098275
[79, 63, 65, 27, 39, 54, 29, 74, 41, 60, 91, 10, 85, 49, 66, 94, 7, 46, 26, 55, 50, 71, 92, 36, 18, 62, 67, 22, 3, 35, 99, 37, 78, 77, 93, 33, 64, 89, 61, 75, 16, 88, 58, 48, 28, 5, 30, 44, 20, 32, 13, 95, 31, 56, 43, 42, 14, 69, 53, 19, 8, 11, 97, 86, 1, 4, 90, 82, 96, 34, 81, 40, 57, 51, 52, 76, 98, 21, 25, 17, 45, 23, 68, 84, 100, 73, 47, 12, 70, 9, 59, 72, 87, 6, 15, 83, 38, 80, 24, 2] => 162357.8798794887
[39, 63, 59, 37, 36, 2, 96, 30, 18, 77, 26, 71, 17, 68, 74, 4, 20, 88, 10, 45, 62, 42, 98, 5, 32, 52, 46, 41, 27, 65, 58, 9, 13, 6, 78, 51, 85, 33, 72, 16, 93, 76, 89, 84, 66, 79, 82, 11, 90, 34, 81, 40, 91, 28, 19, 47, 83, 87, 22, 21, 8, 95, 57, 80, 3, 50, 70, 49, 99, 86, 12, 92, 69, 1, 60, 48, 23, 75, 35, 44, 25, 67, 73, 43, 53, 61, 100, 97, 29, 54, 56, 15, 64, 24, 31, 38, 94, 14, 55, 7] => 177519.3205966135
[86, 37, 21, 91, 55, 57, 68, 23, 51, 50, 40, 71, 49, 85, 14, 45, 78, 66, 16, 79, 35, 34, 4, 38, 94, 3, 48, 47, 92, 75, 62, 24, 89, 54, 9, 22, 60, 90, 73, 58, 13, 1, 69, 15, 63, 8, 7, 28, 61, 43, 44, 81, 64, 98, 19, 99, 2, 77, 87, 17, 67, 27, 95, 74, 36, 52, 84, 72, 42, 5, 10, 33, 11, 18, 76, 83, 97, 12, 70, 26, 46, 39, 82, 41, 96, 59, 25, 30, 100, 53, 65, 32, 93, 80, 31, 88, 56, 29, 6, 20] => 165765.8410284063
[61, 98, 87, 44, 89, 60, 33, 95, 14, 6, 18, 50, 90, 81, 51, 34, 27, 52, 83, 97, 22, 84, 54, 57, 5, 73, 30, 21, 91, 99, 85, 94, 59, 29, 38, 69, 35, 10, 67, 31, 11, 24, 82, 15, 64, 8, 62, 70, 25, 7, 36, 86, 74, 23, 53, 16, 56, 42, 65, 68, 2, 17, 28, 49, 41, 45, 39, 43, 55, 72, 71, 46, 19, 13, 79, 63, 37, 88, 66, 12, 96, 40, 80, 26, 47, 75, 1, 9, 93, 58, 78, 32, 92, 20, 48, 76, 4, 77, 100, 3] => 166014.55957045517
[96, 37, 36, 87, 65, 10, 12, 8, 85, 64, 50, 57, 41, 29, 40, 74, 95, 78, 60, 15, 20, 83, 55, 92, 49, 67, 47, 91, 77, 35, 22, 38, 80, 58, 5, 94, 62, 3, 46, 76, 19, 39, 75, 73, 48, 90, 25, 100, 86, 42, 17, 51, 66, 82, 24, 16, 53, 34, 30, 89, 84, 70, 18, 79, 1, 13, 9, 97, 68, 31, 27, 99, 59, 43, 4, 28, 88, 6, 56, 72, 45, 26, 33, 44, 52, 23, 7, 2, 63, 54, 69, 11, 21, 32, 61, 81, 14, 93, 98, 71] => 156555.7224897103
[22, 47, 91, 13, 85, 52, 86, 51, 36, 90, 88, 46, 48, 30, 26, 67, 74, 87, 79, 9, 43, 33, 18, 29, 42, 98, 50, 55, 32, 68, 59, 17, 41, 21, 72, 10, 45, 92, 89, 7, 54, 23, 34, 93, 28, 71, 75, 11, 97, 58, 44, 15, 38, 62, 40, 49, 3, 83, 14, 8, 53, 56, 31, 76, 61, 4, 70, 64, 65, 100, 16, 82, 39, 66, 80, 60, 57, 84, 2, 99, 35, 12, 20, 25, 94, 81, 69, 63, 19, 77, 1, 27, 37, 24, 73, 95, 96, 78, 5, 6] => 164287.5245935717
[62, 65, 99, 87, 10, 44, 40, 55, 1, 89, 49, 52, 61, 56, 98, 83, 11, 86, 2, 9, 16, 37, 15, 23, 18, 30, 60, 59, 47, 19, 28, 38, 48, 24, 71, 69, 54, 31, 21, 85, 67, 72, 80, 94, 6, 22, 42, 20, 74, 96, 68, 97, 92, 77, 78, 45, 91, 33, 26, 27, 43, 53, 17, 100, 8, 29, 4, 51, 95, 35, 46, 84, 34, 39, 81, 93, 7, 36, 41, 32, 82, 57, 64, 25, 75, 66, 58, 5, 13, 63, 50, 70, 3, 90, 76, 12, 88, 79, 73, 14] => 186487.42808686677
[94, 32, 26, 89, 39, 31, 7, 49, 96, 23, 20, 82, 45, 25, 97, 80, 18, 33, 92, 63, 68, 35, 46, 6, 58, 83, 67, 98, 44, 34, 59, 13, 60, 95, 52, 11, 71, 75, 8, 16, 77, 36, 40, 4, 9, 43, 42, 57, 48, 15, 100, 5, 51, 12, 14, 47, 86, 2, 78, 21, 62, 41, 70, 27, 54, 61, 73, 74, 69, 3, 28, 85, 90, 53, 72, 50, 19, 38, 29, 37, 81, 10, 24, 22, 79, 1, 55, 30, 88, 66, 56, 76, 91, 99, 87, 93, 17, 84, 65, 64] => 174227.63393715734
[28, 92, 59, 79, 74, 24, 72, 2, 51, 16, 60, 65, 84, 94, 17, 62, 14, 61, 6, 76, 4, 49, 1, 31, 45, 5, 64, 90, 12, 71, 86, 69, 34, 80, 70, 56, 10, 81, 77, 23, 40, 93, 50, 32, 33, 88, 54, 8, 20, 26, 38, 91, 48, 89, 9, 83, 87, 41, 96, 18, 100, 73, 44, 11, 98, 29, 13, 66, 97, 67, 39, 85, 42, 57, 55, 52, 15, 68, 47, 21, 53, 3, 35, 25, 95, 75, 19, 37, 22, 99, 46, 63, 7, 82, 27, 30, 78, 58, 43, 36] => 163412.38646745446
[61, 63, 95, 90, 7, 31, 78, 40, 35, 9, 57, 27, 51, 99, 89, 54, 53, 71, 70, 62, 17, 34, 12, 4, 22, 25, 64, 18, 20, 85, 82, 56, 16, 3, 11, 5, 92, 28, 23, 52, 72, 79, 32, 76, 75, 38, 94, 2, 39, 68, 45, 15, 29, 67, 36, 42, 21, 30, 80, 91, 74, 93, 65, 41, 83, 46, 58, 86, 49, 59, 66, 88, 47, 48, 8, 73, 98, 19, 43, 55, 1, 84, 26, 97, 81, 37, 13, 96, 69, 6, 60, 14, 10, 33, 24, 100, 87, 50, 44, 77] => 170695.96784659367
[1, 91, 74, 51, 82, 9, 25, 56, 29, 54, 2, 3, 28, 36, 50, 24, 11, 48, 18, 22, 45, 8, 85, 88, 55, 35, 94, 58, 78, 71, 44, 99, 64, 92, 72, 96, 19, 69, 7, 81, 14, 6, 57, 27, 13, 23, 30, 42, 59, 47, 17, 40, 32, 15, 66, 84, 31, 46, 26, 33, 75, 21, 38, 93, 60, 12, 70, 87, 68, 97, 41, 62, 5, 86, 53, 67, 90, 49, 76, 89, 83, 20, 16, 61, 95, 100, 4, 37, 52, 43, 79, 34, 77, 10, 80, 65, 98, 63, 73, 39] => 179084.71559818016
[1, 69, 21, 51, 88, 10, 54, 68, 35, 34, 98, 23, 58, 38, 90, 11, 66, 3, 59, 32, 16, 56, 76, 14, 64, 70, 7, 36, 5, 43, 31, 47, 83, 28, 75, 71, 78, 4, 27, 67, 22, 19, 73, 92, 8, 6, 13, 77, 39, 50, 26, 65, 53, 29, 17, 15, 46, 97, 85, 37, 93, 45, 95, 40, 99, 84, 18, 48, 72, 44, 20, 30, 12, 82, 94, 52, 79, 91, 9, 41, 87, 24, 25, 89, 62, 2, 80, 33, 49, 96, 57, 42, 60, 55, 81, 74, 61, 100, 63, 86] => 177861.47673022718
[36, 63, 43, 18, 45, 16, 40, 96, 79, 57, 77, 14, 81, 44, 11, 52, 84, 88, 75, 20, 6, 94, 76, 87, 92, 95, 72, 24, 86, 90, 25, 34, 82, 74, 68, 8, 100, 19, 13, 7, 99, 59, 26, 37, 65, 80, 60, 47, 4, 32, 3, 21, 10, 1, 54, 22, 93, 2, 69, 50, 71, 5, 12, 27, 9, 30, 33, 15, 64, 62, 73, 51, 29, 53, 85, 17, 97, 49, 67, 98, 35, 42, 89, 48, 39, 66, 41, 56, 70, 23, 55, 31, 83, 91, 38, 78, 61, 46, 58, 28] => 177733.7899393973
[95, 82, 39, 9, 65, 97, 16, 51, 92, 33, 96, 54, 70, 50, 74, 37, 63, 30, 48, 76, 89, 75, 57, 47, 40, 26, 4, 67, 58, 31, 21, 22, 53, 52, 83, 25, 32, 5, 6, 18, 49, 34, 77, 17, 94, 28, 80, 3, 1, 14, 69, 66, 90, 8, 93, 12, 60, 99, 72, 10, 87, 59, 88, 56, 81, 27, 68, 84, 15, 23, 45, 2, 100, 98, 79, 41, 91, 38, 61, 19, 62, 86, 24, 71, 35, 11, 55, 46, 43, 7, 85, 36, 29, 44, 42, 73, 78, 64, 13, 20] => 155593.11747519567
[40, 91, 58, 70, 85, 11, 90, 12, 80, 65, 92, 54, 60, 72, 37, 41, 1, 83, 4, 69, 20, 74, 27, 46, 63, 43, 50, 61, 95, 52, 57, 56, 76, 38, 64, 34, 39, 36, 84, 88, 79, 62, 98, 32, 15, 68, 33, 97, 5, 9, 82, 23, 10, 22, 6, 42, 71, 87, 17, 7, 14, 100, 67, 73, 48, 18, 24, 3, 55, 96, 81, 29, 26, 53, 13, 45, 25, 77, 2, 78, 89, 93, 31, 94, 75, 47, 8, 30, 49, 86, 66, 99, 19, 59, 16, 28, 21, 44, 51, 35] => 162167.2060533214
[80, 70, 79, 83, 24, 39, 87, 46, 17, 96, 9, 26, 23, 67, 49, 16, 86, 82, 60, 11, 42, 94, 5, 28, 66, 45, 76, 68, 77, 33, 72, 65, 12, 37, 13, 29, 20, 43, 50, 98, 19, 57, 44, 51, 41, 78, 22, 32, 25, 73, 10, 15, 48, 93, 85, 4, 7, 53, 55, 18, 56, 52, 14, 95, 34, 90, 71, 35, 69, 21, 30, 58, 40, 63, 91, 38, 92, 62, 6, 3, 99, 74, 59, 61, 89, 2, 36, 31, 1, 84, 75, 47, 64, 97, 27, 81, 100, 54, 88, 8] => 172758.68125250223
[96, 62, 7, 34, 71, 91, 88, 33, 92, 81, 15, 44, 6, 79, 31, 51, 69, 43, 70, 94, 13, 68, 87, 99, 74, 78, 10, 18, 82, 2, 26, 48, 100, 97, 35, 75, 12, 22, 38, 4, 80, 98, 47, 3, 60, 61, 25, 36, 76, 86, 55, 8, 32, 63, 54, 52, 39, 41, 72, 40, 65, 46, 58, 19, 17, 49, 57, 37, 16, 84, 85, 42, 53, 90, 23, 67, 30, 50, 93, 14, 5, 28, 21, 83, 66, 77, 56, 95, 11, 59, 29, 20, 73, 24, 9, 89, 27, 1, 45, 64] => 173139.44297542563
[11, 1, 99, 85, 6, 51, 35, 68, 78, 52, 77, 94, 9, 28, 33, 7, 86, 5, 80, 95, 54, 69, 25, 32, 50, 92, 73, 67, 60, 38, 18, 97, 82, 65, 3, 61, 27, 71, 13, 76, 12, 48, 8, 36, 88, 2, 42, 22, 43, 53, 15, 44, 34, 17, 64, 62, 49, 16, 89, 63, 79, 96, 23, 21, 55, 91, 47, 83, 29, 41, 10, 46, 74, 56, 39, 24, 58, 90, 30, 40, 26, 72, 14, 45, 70, 87, 81, 59, 20, 37, 84, 100, 57, 31, 4, 19, 66, 75, 98, 93] => 166607.30339490453
[47, 11, 91, 64, 37, 20, 65, 82, 7, 56, 42, 63, 95, 54, 24, 45, 86, 19, 57, 30, 15, 83, 77, 8, 6, 36, 74, 34, 100, 59, 70, 84, 33, 29, 51, 27, 69, 2, 25, 60, 93, 92, 61, 17, 87, 23, 46, 62, 55, 28, 44, 94, 39, 79, 9, 21, 90, 22, 1, 67, 3, 88, 76, 99, 5, 52, 80, 38, 96, 81, 66, 78, 12, 72, 31, 71, 13, 85, 58, 14, 98, 35, 4, 41, 16, 68, 53, 43, 50, 32, 49, 26, 97, 40, 89, 73, 10, 18, 75, 48] => 174517.09281083813
